PartitionKey,RowKey,Timestamp,Id,Id@type,Area,Area@type,AgeGroup,AgeGroup@type,Gender,Gender@type,Income,Income@type,Status,Status@type,FullName,FullName@type,DateOfBirth,DateOfBirth@type,Region,Region@type,IsEarning,IsEarning@type,HeadOfFamily,HeadOfFamily@type,Race,Race@type,FamilyIncome,FamilyIncome@type,Age,Age@type
India,56f139e4-5456-49a7-a39e-90e856b7dc3f,2021-11-22T12:02:44.568Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,5ba2e5ae-6e2d-49b4-90cb-a5d26788eabf,2021-11-22T12:26:13.985Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,5c3d96fc-52cc-4f95-9792-ce9f90d42ba4,2021-11-22T13:31:23.003Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,5e2ce666-d3cd-44f8-9195-906cd66d6ec9,2021-11-22T10:09:07.102Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,5e9272d0-fe4d-48f7-958f-414561c729c2,2021-11-22T02:29:46.289Z,3,Edm.Int32,,,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,5efeb4b3-2630-412f-bf3f-2a8920e251f2,2021-11-22T13:31:16.822Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,5f832047-3d05-4fa0-a05f-1c429979d2d3,2021-11-22T03:58:50.502Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,63e2b0b4-0cc7-4746-aaea-7649c10132a8,2021-11-22T13:05:23.616Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,63f5e4bb-b224-4589-91d0-2e6aeb2a6fa9,2021-11-22T12:23:00.319Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,6473bfea-d058-48f6-bcda-dfccc2b4b63e,2021-11-22T09:54:50.477Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,64944c52-88d6-49eb-9ab4-04ae8d4de3d0,2021-11-22T13:01:53.846Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,649befdf-c7e0-4cf7-8bf8-59594c9fba77,2021-11-23T03:36:47.369Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,64b956e8-e5af-4d96-8ecd-07586cb3fb06,2021-11-22T10:56:28.365Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,652721f0-82cb-457e-b4df-557bddb3ac60,2021-11-23T11:04:15.039Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,657cf195-21aa-4381-b54c-b0a6893b65b3,2021-11-22T13:31:23.031Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,65b806d4-8f8f-4b70-9409-f72ec33ce505,2021-11-22T03:44:56.324Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,6741dafd-1013-48a8-8b4e-6863d9cff04c,2021-11-22T10:21:47.445Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,677c6b62-0161-493f-a6dd-946e823120e1,2021-11-22T09:54:50.164Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,681f8df8-101e-433f-b8d0-17a19fded3e1,2021-11-22T12:23:00.468Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,6ae65aa3-3c6d-4059-82ce-fc743d622d6e,2021-11-22T12:56:01.968Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,6b0f2d17-f9d5-4dda-9f14-611a49f9641f,2021-11-22T02:26:34.047Z,3,Edm.Int32,,,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,6b1271d7-2024-4861-b552-e31ce730df11,2021-11-22T13:08:00.969Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,6cdf38d9-1a8e-4e39-861f-fc3524c200ec,2021-11-22T10:13:12.114Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,6fc74589-282f-4315-ae7a-9d139f6f5757,2021-11-22T10:13:12.144Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,6fd67114-5278-47b0-afcc-046f8c9f5a0b,2021-11-23T05:28:51.478Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,70439904-f0a0-48f0-a3e1-5a955bca1d3f,2021-11-22T12:33:35.288Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,70ae1be6-9a55-4ba7-a4bd-179838a2e01b,2021-11-23T08:33:06.793Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,7104862a-96d5-4568-933a-e5f29f94e22e,2021-11-22T10:56:36.080Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,71411326-9be3-4209-8027-6015b0b62c3b,2021-11-23T04:50:12.350Z,2,Edm.Int32,Bihar,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,71bd0805-e582-431e-9cff-cb8c03eb6cb0,2021-11-25T14:01:04.229Z,2,Edm.Int32,Dhaka,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,727737e7-effd-45d6-ba82-3d52cf4ae123,2021-11-22T13:00:14.659Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,72b9f7c2-c669-4762-8d51-7f02fcaf12bf,2021-11-22T11:58:44.466Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,72c27129-8f75-4d4e-87fa-4e9bb4f36611,2021-11-22T13:31:23.061Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,76ceabfb-fc06-4598-a962-d21e42814cad,2021-11-22T11:59:24.838Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,77a36197-b6b8-4d1c-b311-58cd86866af5,2021-11-22T11:59:24.892Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,78fc3515-f93c-435f-b27b-b420898f1d59,2021-11-22T10:56:28.397Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,7985f2e4-c176-47b7-9449-324b6a66893f,2021-11-22T12:26:13.953Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,79abab90-8b94-49df-ab22-a89e7f7f75f4,2021-11-23T04:18:10.890Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,79b8ebb0-f964-436d-863e-0a2e7d4a0b3b,2021-11-22T09:54:50.230Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,7a1b1460-caad-4a54-b307-dcc815a16987,2021-11-22T17:32:19.269Z,1,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,7b101f34-ac8b-43d6-88c5-d88cee828f2f,2021-11-23T04:49:46.932Z,2,Edm.Int32,Muramvya,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,7f3d181f-adf5-46ba-93d5-3c48c9436eec,2021-11-22T23:32:08.797Z,2,Edm.Int32,Caribbean Sea,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,7fcf7d32-670a-4e5d-a89a-f97b72ae9de8,2021-11-23T04:18:10.950Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,81100794-8d15-4546-89f1-ab64438f8aa5,2021-11-22T23:31:57.177Z,1,Edm.Int32,Caribbean Sea,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,82275a56-9601-41c0-b974-6b2e195c8d81,2021-11-22T17:15:16.850Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,82d5fa34-fbb1-4a63-a8dc-8a40203d787d,2021-11-23T09:13:51.803Z,2,Edm.Int32,Seoul,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,82f84977-185d-4997-bf44-7215851c0614,2021-11-22T13:31:16.792Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,85ad3086-6774-4d3c-867b-fe0a8c9a351b,2021-11-23T03:36:47.400Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,86ff36ce-02df-4e37-9f6f-5dc7f0c83078,2021-11-22T13:34:01.537Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,899e9485-e38e-49f2-8155-ab09857709aa,2021-11-22T17:24:38.772Z,3,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,8b231184-acb0-4697-b71b-9c263cc7f3e4,2021-11-22T12:30:39.358Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,8c90c8fe-2aa2-426f-987f-9febe19eeb4e,2021-11-22T13:32:09.383Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,8f39884b-3e1f-41b8-b47f-bd8581254939,2021-11-23T04:49:46.970Z,3,Edm.Int32,Muramvya,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,8f794d1a-ce92-4555-8fc2-75a6fbe84e2b,2021-11-23T03:13:17.899Z,1,Edm.Int32,undefined,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,8ffe46ab-ee82-40ea-af0b-d7c586127760,2021-11-22T11:59:24.865Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,91f880c0-473a-48fd-baca-c5b4b52fc630,2021-11-22T13:33:39.056Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,926cb0fb-d6e9-42f9-a21f-6c69d7fd5387,2021-11-25T14:01:04.161Z,1,Edm.Int32,Dhaka,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,932c685a-c55a-4dfd-aaca-d52b6c22087b,2021-11-22T13:30:45.169Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,945f8a09-e1c2-4b3b-864c-56da6fd48652,2021-11-22T09:13:47.780Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,94b659b9-87af-426b-abba-a30b587f0f91,2021-11-22T11:54:15.509Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,95ffb91b-7f0a-4113-9917-a4e101f10d94,2021-11-22T09:54:45.572Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,96a91e8a-e5c4-46a3-afbb-2043ff48c35c,2021-11-22T03:50:09.639Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,97ae2d20-7e75-45dd-b010-2f670ec72b6a,2021-11-22T11:54:15.415Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,9961b9fb-fb08-4e2a-a845-bd497a4a8a32,2021-11-22T03:53:31.382Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,99bf0f1c-df2c-4d35-83f5-6f095ca50ec7,2021-11-22T12:00:10.491Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,9b22aac6-4a82-4ec3-b1a8-4bb5b294690d,2021-11-22T12:56:01.939Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,9c62c2ad-a1de-4503-8c20-cb321fe0dca0,2021-11-22T17:32:14.048Z,3,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,9c7f7482-ee0e-412c-bdf8-000e4e5c21aa,2021-11-23T03:09:53.280Z,3,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,9e5cb3ca-4702-4c84-a398-06271cf6e936,2021-11-23T04:50:12.382Z,3,Edm.Int32,Bihar,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,9fb8bb9d-da0a-49bb-9130-a1afa5f49f6f,2021-11-22T03:50:09.548Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,9fc4e555-b8d8-4952-9805-213984484015,2021-11-23T03:33:42.224Z,2,Edm.Int32,undefined,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,a0110ec8-910b-4902-8432-67147103d97a,2021-11-22T09:07:05.729Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,a0258818-62d5-4d99-bcf9-48d5da811f68,2021-11-22T13:30:45.139Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,a5d8469b-b8d3-4720-b34e-b0d96fbe5c74,2021-11-22T12:33:35.261Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,a6091a8d-09a4-47fc-bcdc-29ae6959e761,2021-11-22T12:02:35.106Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,a9a55c2d-41aa-4a7c-a90b-18947b4bcb94,2021-11-23T04:49:46.903Z,1,Edm.Int32,Muramvya,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,aa3f2271-b324-49e2-9a82-ccc6404ec732,2021-11-23T07:13:00.281Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,ad23dec5-5351-4336-85fe-673f5c75ca9f,2021-11-22T12:00:10.434Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,ad448e37-df65-4ede-b731-6f56c116ab00,2021-11-22T12:30:39.386Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,ae0b18d3-6531-4921-a463-a4edd108b697,2021-11-22T09:54:45.606Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,b00cf252-c1c9-4e6f-962a-a5bac393bbdc,2021-11-23T03:33:49.057Z,3,Edm.Int32,undefined,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,b148f6f6-00f3-4f79-a060-d462f0b86f9d,2021-11-23T02:47:55.788Z,3,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,b1ae5a2b-37a2-42bd-a60b-3004691b9864,2021-11-22T10:21:47.479Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,b27863b9-d40b-4186-ab04-4363041fbc7c,2021-11-22T02:29:56.817Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,b33e2458-8c03-49a2-9e40-aaa4d2152893,2021-11-22T13:08:01.003Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,b54ee2d5-cf5e-430e-8604-3897b5cc5831,2021-11-22T12:56:01.907Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,b5feb953-0306-49e1-bfa2-ec7cf7493c7f,2021-11-22T17:32:21.685Z,1,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,b99981ca-6069-416e-b07f-99f0ac634157,2021-11-23T03:33:52.665Z,2,Edm.Int32,undefined,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,b9e3c0e5-0098-4a12-bf75-8eb8aa5da4d8,2021-11-22T17:24:38.735Z,2,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,bb18206d-f545-4470-bc9a-4a49a18a3903,2021-11-22T10:56:34.259Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,bd55f4d1-f5d1-4ad4-8738-55d67901826a,2021-11-22T17:19:34.670Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,bdb67755-48e9-4185-a86d-eeb276708ef6,2021-11-23T03:09:53.249Z,2,Edm.Int32,India,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,bdc71c19-0685-4fe9-bb11-ae193b867f87,2021-11-22T10:25:04.759Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,be9713da-8228-4bc9-b3e1-d74e8ae1f21e,2021-11-22T23:32:08.832Z,3,Edm.Int32,Caribbean Sea,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,bf0ef73b-1673-41a3-bc1c-8acf9ebd3b78,2021-11-23T06:54:50.839Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,c111d0f5-16ea-4374-a8ec-64c926b1d882,2021-11-22T02:29:56.766Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,c2d58cfa-2c1f-4c7e-b5fe-dc83016592c5,2021-11-22T13:01:53.819Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,c40ae454-ef67-4696-b318-a20858e02de1,2021-11-22T10:56:13.829Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,c4f83987-b577-40c5-80df-55cc9568b571,2021-11-23T04:49:39.748Z,1,Edm.Int32,Cibitoke,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,c5007164-c469-4dca-ad4e-79fe7879445e,2021-11-22T02:21:31.926Z,1,Edm.Int32,,,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,c65e7372-8a65-4a57-bd2b-7eb48d1ebf0e,2021-11-22T12:47:54.724Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,c66f08eb-73df-4177-a49a-97c4af316add,2021-11-22T09:13:47.838Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,c75837a6-59cc-409f-aece-185ab2ff956f,2021-11-22T13:05:23.578Z,2,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,c8cc68b4-2535-4c0c-ac45-9f22a4c9cf69,2021-11-22T09:07:05.756Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,c9672d9f-582d-414e-bac2-aa844df4b1fd,2021-11-23T09:14:42.886Z,3,Edm.Int32,Seoul,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,ca3fb294-605c-4705-a36b-1351d5a03ee4,2021-11-22T10:25:04.823Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,ca71e64e-8b2a-4ecc-a0a0-fb379de73f07,2021-11-22T03:55:36.350Z,3,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Female,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
India,caea867a-4fc4-4325-a75a-29c269fc3d99,2021-11-23T06:54:50.731Z,1,Edm.Int32,Delhi,Edm.String,66-75 years,Edm.String,Male,Edm.String,> $10k,Edm.String,UnInsured,Edm.String,,,,,,,,,,,,,,,,
